epoch: 1/10, train_loss:2.16584, val_accuracy: 0.59600
epoch: 2/10, train_loss:1.77788, val_accuracy: 0.63189
epoch: 3/10, train_loss:1.40636, val_accuracy: 0.67156
epoch: 4/10, train_loss:1.18783, val_accuracy: 0.68522
epoch: 5/10, train_loss:1.05207, val_accuracy: 0.71044
epoch: 6/10, train_loss:0.95542, val_accuracy: 0.72622
epoch: 7/10, train_loss:0.88103, val_accuracy: 0.73256
epoch: 8/10, train_loss:0.82231, val_accuracy: 0.73789
epoch: 9/10, train_loss:0.77563, val_accuracy: 0.74589
epoch: 10/10, train_loss:0.73885, val_accuracy: 0.74978
