Epoch 1/10 - loss=2.2922, val_acc=0.0997
Epoch 2/10 - loss=2.3027, val_acc=0.0995
Epoch 3/10 - loss=2.3026, val_acc=0.0995
Epoch 4/10 - loss=2.3026, val_acc=0.0995
Epoch 5/10 - loss=2.3026, val_acc=0.0995
Epoch 6/10 - loss=2.3026, val_acc=0.0995
Epoch 7/10 - loss=2.3026, val_acc=0.0995
Epoch 8/10 - loss=2.3026, val_acc=0.0995
Epoch 9/10 - loss=2.3026, val_acc=0.0995
Epoch 10/10 - loss=2.3026, val_acc=0.0995
