Epoch 1 - Train: 0.10011764705882353, Val: 0.09933333333333333, Test: 0.1
Epoch 2 - Train: 0.09950980392156862, Val: 0.10277777777777777, Test: 0.1
Epoch 3 - Train: 0.10027450980392157, Val: 0.09844444444444445, Test: 0.1
Epoch 4 - Train: 0.10115686274509804, Val: 0.10233333333333333, Test: 0.1015
Epoch 5 - Train: 0.10003921568627451, Val: 0.09977777777777778, Test: 0.1
Epoch 6 - Train: 0.1001764705882353, Val: 0.099, Test: 0.1
Epoch 7 - Train: 0.10023529411764706, Val: 0.09866666666666667, Test: 0.1
Epoch 8 - Train: 0.10011764705882353, Val: 0.09933333333333333, Test: 0.1
Epoch 9 - Train: 0.10011764705882353, Val: 0.09933333333333333, Test: 0.1
Epoch 10 - Train: 0.10011764705882353, Val: 0.09933333333333333, Test: 0.1
